numéro,New ID,N,source_id,title,keywords,abstract,Medicinal,journal,authors,publication year,country,location,latitude,longitude,lat_long_modifications,farm size,farm type,Design,Scale,Duration of study,soil,tree age treatment,Intervention in our classification,Intervention_reclass,Number_Total,Number_Woody,species treatment,tree density,shade,pruning,fertiliser organic treatment,fertiliser chemical treatment,fertiliser N treatment,irrigation treatment,tillage treatment,pesticide use treatment,Particular treatment,Mulch treatment,Grass cover treatment,Specific cultivar treatment,Previous land use,Tree age control,Control in our classification,species control,fertiliser organic control,fertiliser chemical control,fertiliser N control,irrigation control,tillage control,pesticide use control,Particular treatment (control),Mulch control,Grass cover control,Specific cultivar control,outcome,Biodiversity,Biodiversity_type,Yields,Yield_type,Financial,Financial returns,Soil,Soil_type,Carbon,Carbon_type,Water_details,Water,Tree traits,Tree_type,Pest and disease,PD_type,Other,Biodiversity,Agronomic,Socio,raw latitude,raw longitude,raw density,row N treatment,row N control,,
4361,1610,28528610,8561,Improved fallows: Effects of species interaction on growth and productivity in monoculture and mixed stands,,"To derive optimal benefits from short-term planted legume fallows, farmers need to make important initial decisions on the establishment and growth performance of specific species in monoculture stands and in mixtures. We hypothesized that species with contrasting growth characteristics could be mixed to optimize aboveground resource capture due to their complementary or compensatory gains in resource acquisition. A selection of tree/shrub/ herbaceous legumes planted in monoculture and mixed stands were evaluated for growth, biomass and N productivity on a Kandiudalfic Eutrudox in western Kenya. Species evaluated included: sesbania (Sesbania sesban (L.) Merr.), crotalaria (Crotalaria grahamiana Wight and Arn.), pigeonpea (Cajanus cajan (L.) Millsp.), and siratro (Macroptilium atropurpureum (DC.) Urb). Total aboveground biomass ranged from 5 to 12 Mg ha-1 (monocultures) and 3.4-8 Mg ha-1 (mixtures). N yield per plant was linearly correlated with total plant biomass (R2 = 0.95, slope = 0.018) across all of the fallows, despite different amounts of leaf and wood with widely differing N concentrations being present with the different species. Biomass and N yield of sesbania was negatively affected by mixing with other species. For instance, sesbania N yield decreased when mixed with pigeonpea (54%) or crotalaria (67%). Crotalaria and pigeonpea established best under relay cropping with maize and emerged to be better competitors in mixtures than sesbania and siratro. Results of this study suggest that mixing species in fallows provide a better risk management strategy through compensatory biomass and nutrient production gains obtained from the strongly competing species. Â© 2003 Elsevier B.V. All rights reserved.",,Forest Ecology and Management,"Gathumbi, S M
 
  and Cadisch, G
 
  and Giller, K E",2004,Kenya,in western Kenya,"0°06'00,000N","34°34'00,000E",,,working farm,RCBD,Field,1,YES,1;1,fallows,Fallows,2,1,"Sesbania sesban,Macroptilium atropurpureum",8890;8890,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,1,tree monocrop,Sesbania sesban,NA,NA,NA,NA,NA,NA,,,,,,,,fallow N yield,Quality,,,,,aboveground biomass production,Aboveground C,,,RCD;height;LAI,tree traits,,,,,1,,0°06N,34°34E,17780;8890;8890,NA,NA,,
3668,1611,28529262,6815,"Improvement of the soil properties, nutrients, and carbon stocks in different cereal-legume agroforestry systems","Soil organic carbon,Intercropping,Almond,Cropping system,Soil field capacity,trees,size,organic-carbon,sequestration","In the present study, the soil properties of the three agroforestry systems including almond intercropped with barley, wheat, and clover rotated yearly with each other were compared at different distances from almond rows with their treeless control systems in the semiarid Saman area, Iran in 2016. Result showed that after eight years, organic carbon contents of the soil were influenced in the agroforestry systems mainly near the trees. Higher soil carbon stocks (56 t/ha) were observed near the almond trees at the distance of 0.5 m. The highest field capacity (28%) and soil organic carbon (1.82%) were also observed at the same distance, especially for the barley. Although there was no significant difference in the N amount between the systems, the highest amount of phosphorus was observed in the agroforestry plots with barley and clover at 2.5 m far from the trees. Intercropping with almond also increased the available K at both distances from the trees. Finally, it can be said that the agroforestry leads to sequestration of higher amounts of carbon in the soil and offers further moisture and more amounts of phosphorus and K for the next crop promising a more sustainable agriculture in the next seasons.",,Int. J. Environ. Sci. Technol.,"Surki, A. Abbasi
 
  and Nazari, M.
 
  and Fallah, S.
 
  and Iranipour, R.",2021,Iran,"in Saman area, north of Chaharmahal and Bakhtiari Province","32°36'00,000N","51°20'30,000E",,,working farm,RCBD,Field,1,YES,8,alley-cropping,Alley-cropping,2,1,"Prunus amygdalus,Triticum sp.",800;800,NA,NA,NA,NA,NA,NA,NA,NA,"measures are done 0,5m from the trunk",,,,,,monocrop,Triticum sp.,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,soil field capacity;bulk density;soil organic carbon;total carbon stocks;total nitrogen;available phosphorus;available potassium,,,,,,,,,,,,,,32°29-43N,50°42-51°59E,800;800,NA,NA,cereale,
3669,1611,28529262,6815,"Improvement of the soil properties, nutrients, and carbon stocks in different cereal-legume agroforestry systems","Soil organic carbon,Intercropping,Almond,Cropping system,Soil field capacity,trees,size,organic-carbon,sequestration","In the present study, the soil properties of the three agroforestry systems including almond intercropped with barley, wheat, and clover rotated yearly with each other were compared at different distances from almond rows with their treeless control systems in the semiarid Saman area, Iran in 2016. Result showed that after eight years, organic carbon contents of the soil were influenced in the agroforestry systems mainly near the trees. Higher soil carbon stocks (56 t/ha) were observed near the almond trees at the distance of 0.5 m. The highest field capacity (28%) and soil organic carbon (1.82%) were also observed at the same distance, especially for the barley. Although there was no significant difference in the N amount between the systems, the highest amount of phosphorus was observed in the agroforestry plots with barley and clover at 2.5 m far from the trees. Intercropping with almond also increased the available K at both distances from the trees. Finally, it can be said that the agroforestry leads to sequestration of higher amounts of carbon in the soil and offers further moisture and more amounts of phosphorus and K for the next crop promising a more sustainable agriculture in the next seasons.",,Int. J. Environ. Sci. Technol.,"Surki, A. Abbasi
 
  and Nazari, M.
 
  and Fallah, S.
 
  and Iranipour, R.",2021,Iran,"in Saman area, north of Chaharmahal and Bakhtiari Province","32°36'00,000N","51°20'30,000E",,,working farm,RCBD,Field,1,YES,8,alley-cropping,Alley-cropping,2,1,"Prunus amygdalus,Hordeum vulgare",800;800,NA,NA,NA,NA,NA,NA,NA,NA,"measures are done 0,5m from the trunk",,,,,,monocrop,Hordeum vulgare,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,soil field capacity;bulk density;soil organic carbon;total carbon stocks;total nitrogen;available phosphorus;available potassium,,,,,,,,,,,,,,32°29-43N,50°42-51°59E,800;800,NA,NA,cereale,
3670,1611,28529262,6815,"Improvement of the soil properties, nutrients, and carbon stocks in different cereal-legume agroforestry systems","Soil organic carbon,Intercropping,Almond,Cropping system,Soil field capacity,trees,size,organic-carbon,sequestration","In the present study, the soil properties of the three agroforestry systems including almond intercropped with barley, wheat, and clover rotated yearly with each other were compared at different distances from almond rows with their treeless control systems in the semiarid Saman area, Iran in 2016. Result showed that after eight years, organic carbon contents of the soil were influenced in the agroforestry systems mainly near the trees. Higher soil carbon stocks (56 t/ha) were observed near the almond trees at the distance of 0.5 m. The highest field capacity (28%) and soil organic carbon (1.82%) were also observed at the same distance, especially for the barley. Although there was no significant difference in the N amount between the systems, the highest amount of phosphorus was observed in the agroforestry plots with barley and clover at 2.5 m far from the trees. Intercropping with almond also increased the available K at both distances from the trees. Finally, it can be said that the agroforestry leads to sequestration of higher amounts of carbon in the soil and offers further moisture and more amounts of phosphorus and K for the next crop promising a more sustainable agriculture in the next seasons.",,Int. J. Environ. Sci. Technol.,"Surki, A. Abbasi
 
  and Nazari, M.
 
  and Fallah, S.
 
  and Iranipour, R.",2021,Iran,"in Saman area, north of Chaharmahal and Bakhtiari Province","32°36'00,000N","51°20'30,000E",,,working farm,RCBD,Field,1,YES,8,intercrop/rows,Alley-cropping,2,1,"Prunus amygdalus,Trifolium sp.",800;800,NA,NA,NA,NA,NA,NA,NA,NA,"measures are done 0,5m from the trunk",,,,,,monocrop,Trifolium sp.,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,bulk density;total nitrogen;available phosphorus;available potassium,"soil chemistry, soil physics",soil organic carbon;total carbon stocks;,belowground C,soil field capacity;,Quantity (soil),,,,,,,1,,32°29-43N,50°42-51°59E,800;800,NA,NA,,
3671,1611,28529262,6815,"Improvement of the soil properties, nutrients, and carbon stocks in different cereal-legume agroforestry systems","Soil organic carbon,Intercropping,Almond,Cropping system,Soil field capacity,trees,size,organic-carbon,sequestration","In the present study, the soil properties of the three agroforestry systems including almond intercropped with barley, wheat, and clover rotated yearly with each other were compared at different distances from almond rows with their treeless control systems in the semiarid Saman area, Iran in 2016. Result showed that after eight years, organic carbon contents of the soil were influenced in the agroforestry systems mainly near the trees. Higher soil carbon stocks (56 t/ha) were observed near the almond trees at the distance of 0.5 m. The highest field capacity (28%) and soil organic carbon (1.82%) were also observed at the same distance, especially for the barley. Although there was no significant difference in the N amount between the systems, the highest amount of phosphorus was observed in the agroforestry plots with barley and clover at 2.5 m far from the trees. Intercropping with almond also increased the available K at both distances from the trees. Finally, it can be said that the agroforestry leads to sequestration of higher amounts of carbon in the soil and offers further moisture and more amounts of phosphorus and K for the next crop promising a more sustainable agriculture in the next seasons.",,Int. J. Environ. Sci. Technol.,"Surki, A. Abbasi
 
  and Nazari, M.
 
  and Fallah, S.
 
  and Iranipour, R.",2021,Iran,"in Saman area, north of Chaharmahal and Bakhtiari Province","32°36'00,000N","51°20'30,000E",,,working farm,RCBD,Field,1,YES,8,alley-cropping,Alley-cropping,2,1,"Prunus amygdalus,Triticum sp.",800;800,NA,NA,NA,NA,NA,NA,NA,NA,"measures are done 2,5m from the trunk",,,,,,monocrop,Triticum sp.,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,soil field capacity;bulk density;soil organic carbon;total carbon stocks;total nitrogen;available phosphorus;available potassium,,,,,,,,,,,,,,32°29-43N,50°42-51°59E,800;800,NA,NA,cereale,
3672,1611,28529262,6815,"Improvement of the soil properties, nutrients, and carbon stocks in different cereal-legume agroforestry systems","Soil organic carbon,Intercropping,Almond,Cropping system,Soil field capacity,trees,size,organic-carbon,sequestration","In the present study, the soil properties of the three agroforestry systems including almond intercropped with barley, wheat, and clover rotated yearly with each other were compared at different distances from almond rows with their treeless control systems in the semiarid Saman area, Iran in 2016. Result showed that after eight years, organic carbon contents of the soil were influenced in the agroforestry systems mainly near the trees. Higher soil carbon stocks (56 t/ha) were observed near the almond trees at the distance of 0.5 m. The highest field capacity (28%) and soil organic carbon (1.82%) were also observed at the same distance, especially for the barley. Although there was no significant difference in the N amount between the systems, the highest amount of phosphorus was observed in the agroforestry plots with barley and clover at 2.5 m far from the trees. Intercropping with almond also increased the available K at both distances from the trees. Finally, it can be said that the agroforestry leads to sequestration of higher amounts of carbon in the soil and offers further moisture and more amounts of phosphorus and K for the next crop promising a more sustainable agriculture in the next seasons.",,Int. J. Environ. Sci. Technol.,"Surki, A. Abbasi
 
  and Nazari, M.
 
  and Fallah, S.
 
  and Iranipour, R.",2021,Iran,"in Saman area, north of Chaharmahal and Bakhtiari Province","32°36'00,000N","51°20'30,000E",,,working farm,RCBD,Field,1,YES,8,alley-cropping,Alley-cropping,2,1,"Prunus amygdalus,Hordeum vulgare",800;800,NA,NA,NA,NA,NA,NA,NA,NA,"measures are done 2,5m from the trunk",,,,,,monocrop,Hordeum vulgare,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,soil field capacity;bulk density;soil organic carbon;total carbon stocks;total nitrogen;available phosphorus;available potassium,,,,,,,,,,,,,,32°29-43N,50°42-51°59E,800;800,NA,NA,cereale,
3673,1611,28529262,6815,"Improvement of the soil properties, nutrients, and carbon stocks in different cereal-legume agroforestry systems","Soil organic carbon,Intercropping,Almond,Cropping system,Soil field capacity,trees,size,organic-carbon,sequestration","In the present study, the soil properties of the three agroforestry systems including almond intercropped with barley, wheat, and clover rotated yearly with each other were compared at different distances from almond rows with their treeless control systems in the semiarid Saman area, Iran in 2016. Result showed that after eight years, organic carbon contents of the soil were influenced in the agroforestry systems mainly near the trees. Higher soil carbon stocks (56 t/ha) were observed near the almond trees at the distance of 0.5 m. The highest field capacity (28%) and soil organic carbon (1.82%) were also observed at the same distance, especially for the barley. Although there was no significant difference in the N amount between the systems, the highest amount of phosphorus was observed in the agroforestry plots with barley and clover at 2.5 m far from the trees. Intercropping with almond also increased the available K at both distances from the trees. Finally, it can be said that the agroforestry leads to sequestration of higher amounts of carbon in the soil and offers further moisture and more amounts of phosphorus and K for the next crop promising a more sustainable agriculture in the next seasons.",,Int. J. Environ. Sci. Technol.,"Surki, A. Abbasi
 
  and Nazari, M.
 
  and Fallah, S.
 
  and Iranipour, R.",2021,Iran,"in Saman area, north of Chaharmahal and Bakhtiari Province","32°36'00,000N","51°20'30,000E",,,working farm,RCBD,Field,1,YES,8,intercrop/rows,Alley-cropping,2,1,"Prunus amygdalus,Trifolium sp.",800;800,NA,NA,NA,NA,NA,NA,NA,NA,"measures are done 2,5m from the trunk",,,,,,monocrop,Trifolium sp.,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,bulk density;total nitrogen;available phosphorus;available potassium,"soil chemistry, soil physics",soil organic carbon;total carbon stocks;,belowground C,soil field capacity;,Quantity (soil),,,,,,,1,,32°29-43N,50°42-51°59E,800;800,NA,NA,,
5194,2198,28527750,7061,"Improving agricultural productivity using agroforestry systems: Performance of millet, cowpea, and ziziphus-based cropping systems in West Africa Sahel","Agroforestry,Cowpea,Income,Millet,Sustainability,Ziziphus,N,yield,water-use efficiency,management,soil fertility,dynamics,ground interactions,savanna,climate-change,carbon sequestration","Across the drylands of sub-Saharan Africa, resource-poor farmers typically apply little or no organic or inorganic fertilizers; they remove or graze crop residues, leaving the soils nutrient-depleted and vulnerable to degradation. High temperatures, soil erosion, and declining soil fertility call for farming systems that protect fragile soils as well as improve nutrient availability and water use efficiency (WUE) and soil fertility. In the present study, the agronomic performance of an agroforestry system with millet (Cenchrus americanus), cowpea (Vigna unguiculata), and Ziziphus (Ziziphus mauritiana) was compared to that of a cropping system without Ziziphus at ICRISAT research station, Sadore, Niger, for four years. The experiment was a factorial 3 x 4 design with three cropping systems: mono-cropping of millet (MM), mono-cropping of cowpea (CC), and millet/cowpea intercropping (M/C), and with four fertilizer treatments (FT) in a split-split arrangement. The same experimental design was installed on 2 blocks: with Ziziphus trees (ZT) at 80 plants ha(-1) and without Ziziphus (WZ). After the four years of cropping, ZT and WZ decreased SOC by 15 and 21 % and K by 105 and 110 %, respectively, compared with the original soil. Soil N was decreased only in the system WZ. Millet grain yields varied from 0.10 to 1.14 t/ha and the highest yields were obtained with NPK fertilizer alone or associated with farmyard manure (FYM) while the lowest yields were obtained with the control without fertilizer and FYM. The ZT system increased millet yields and its WUE with FYM and the control without fertilizer. However, millet yields decreased in ZT system with NPK fertilizer alone or associated with FYM. The ZT system increased the global annual incomes from 2-3 times compared with the system WZ. We concluded that including Ziziphus trees at the density of 80 plants ha(-1) to the low input cropping systems of smallholder farmers improve agricultural productivity and farmers' incomes. The proposed agroforestry system is affordable and compatible with the low input farming systems, and it ensures sustainable management of soils, land resources, and ecosystem services. But future research could contribute by identifying the optimal combinations of the density of Ziziphus trees, cropping systems and the doses of fertilizer on crops to optimize the productivity of the propose agroforestry system.",,Agric. Ecosyst. Environ.,"Bado, Boubie Vincent
and Whitbread, Anthony
and Manzo, Maman Laminou Sanoussi",2021,Niger,at the research station of ICRISAT Sahelian Center,"13°15'00,000N","2°18'00,000E",,NA,experimental site,RBD,Field,4,YES,11,alley-cropping,Alley-cropping,2,1,"Ziziphus mauritiana,Vigna unguiculata",80;80,NA,YES,NO,NO,0,NA,NA,YES,,,,,,,monocrop,Vigna unguiculata,NO,NO,0,NA,NA,NA,,,,,soil N;soil organic carbon;crop yield;productivity;exchangeable K;water use efficiency;ratio of total biomass;soil pH;soil organic C;total N;soil acidity;total dry matter yield;grain yield;crop yield;global revenues,,,total dry matter yield;grain yield;crop yield; crop yield;productivity;,Yield,global revenues,,soil N;exchangeable K;ratio of total biomass;soil pH;total N;soil acidity,soil chemistry,soil organic carbon,belowground C,water use efficiency,Quantity (Crop),,,,,,,1,1,13° 15ʹN,2° 18ʹE,80 plants ha−1,0,0,,
5195,2198,28527750,7061,"Improving agricultural productivity using agroforestry systems: Performance of millet, cowpea, and ziziphus-based cropping systems in West Africa Sahel","Agroforestry,Cowpea,Income,Millet,Sustainability,Ziziphus,N,yield,water-use efficiency,management,soil fertility,dynamics,ground interactions,savanna,climate-change,carbon sequestration","Across the drylands of sub-Saharan Africa, resource-poor farmers typically apply little or no organic or inorganic fertilizers; they remove or graze crop residues, leaving the soils nutrient-depleted and vulnerable to degradation. High temperatures, soil erosion, and declining soil fertility call for farming systems that protect fragile soils as well as improve nutrient availability and water use efficiency (WUE) and soil fertility. In the present study, the agronomic performance of an agroforestry system with millet (Cenchrus americanus), cowpea (Vigna unguiculata), and Ziziphus (Ziziphus mauritiana) was compared to that of a cropping system without Ziziphus at ICRISAT research station, Sadore, Niger, for four years. The experiment was a factorial 3 x 4 design with three cropping systems: mono-cropping of millet (MM), mono-cropping of cowpea (CC), and millet/cowpea intercropping (M/C), and with four fertilizer treatments (FT) in a split-split arrangement. The same experimental design was installed on 2 blocks: with Ziziphus trees (ZT) at 80 plants ha(-1) and without Ziziphus (WZ). After the four years of cropping, ZT and WZ decreased SOC by 15 and 21 % and K by 105 and 110 %, respectively, compared with the original soil. Soil N was decreased only in the system WZ. Millet grain yields varied from 0.10 to 1.14 t/ha and the highest yields were obtained with NPK fertilizer alone or associated with farmyard manure (FYM) while the lowest yields were obtained with the control without fertilizer and FYM. The ZT system increased millet yields and its WUE with FYM and the control without fertilizer. However, millet yields decreased in ZT system with NPK fertilizer alone or associated with FYM. The ZT system increased the global annual incomes from 2-3 times compared with the system WZ. We concluded that including Ziziphus trees at the density of 80 plants ha(-1) to the low input cropping systems of smallholder farmers improve agricultural productivity and farmers' incomes. The proposed agroforestry system is affordable and compatible with the low input farming systems, and it ensures sustainable management of soils, land resources, and ecosystem services. But future research could contribute by identifying the optimal combinations of the density of Ziziphus trees, cropping systems and the doses of fertilizer on crops to optimize the productivity of the propose agroforestry system.",,Agric. Ecosyst. Environ.,"Bado, Boubie Vincent
and Whitbread, Anthony
and Manzo, Maman Laminou Sanoussi",2021,Niger,at the research station of ICRISAT Sahelian Center,"13°15'00,000N","2°18'00,000E",,NA,experimental site,RBD,Field,4,YES,11,alley-cropping,Alley-cropping,2,1,"Ziziphus mauritiana,Vigna unguiculata",80;80,NA,YES,NO,YES,15,NA,NA,YES,,,,,,,monocrop,Vigna unguiculata,NO,YES,15,NA,NA,NA,,,,,soil N;soil organic carbon;crop yield;productivity;exchangeable K;water use efficiency;ratio of total biomass;soil pH;soil organic C;total N;soil acidity;total dry matter yield;grain yield;crop yield;global revenues,,,total dry matter yield;grain yield;crop yield,Yield,global revenues,,soil N;exchangeable K;ratio of total biomass;soil pH;total N;soil acidity,soil chemistry,soil organic carbon,belowground C,water use efficiency,Quantity (Crop),,,,,,,1,1,13° 15ʹN,2° 18ʹE,80 plants ha−1,15kg ha-1,15kg ha-1,,
5196,2198,28527750,7061,"Improving agricultural productivity using agroforestry systems: Performance of millet, cowpea, and ziziphus-based cropping systems in West Africa Sahel","Agroforestry,Cowpea,Income,Millet,Sustainability,Ziziphus,N,yield,water-use efficiency,management,soil fertility,dynamics,ground interactions,savanna,climate-change,carbon sequestration","Across the drylands of sub-Saharan Africa, resource-poor farmers typically apply little or no organic or inorganic fertilizers; they remove or graze crop residues, leaving the soils nutrient-depleted and vulnerable to degradation. High temperatures, soil erosion, and declining soil fertility call for farming systems that protect fragile soils as well as improve nutrient availability and water use efficiency (WUE) and soil fertility. In the present study, the agronomic performance of an agroforestry system with millet (Cenchrus americanus), cowpea (Vigna unguiculata), and Ziziphus (Ziziphus mauritiana) was compared to that of a cropping system without Ziziphus at ICRISAT research station, Sadore, Niger, for four years. The experiment was a factorial 3 x 4 design with three cropping systems: mono-cropping of millet (MM), mono-cropping of cowpea (CC), and millet/cowpea intercropping (M/C), and with four fertilizer treatments (FT) in a split-split arrangement. The same experimental design was installed on 2 blocks: with Ziziphus trees (ZT) at 80 plants ha(-1) and without Ziziphus (WZ). After the four years of cropping, ZT and WZ decreased SOC by 15 and 21 % and K by 105 and 110 %, respectively, compared with the original soil. Soil N was decreased only in the system WZ. Millet grain yields varied from 0.10 to 1.14 t/ha and the highest yields were obtained with NPK fertilizer alone or associated with farmyard manure (FYM) while the lowest yields were obtained with the control without fertilizer and FYM. The ZT system increased millet yields and its WUE with FYM and the control without fertilizer. However, millet yields decreased in ZT system with NPK fertilizer alone or associated with FYM. The ZT system increased the global annual incomes from 2-3 times compared with the system WZ. We concluded that including Ziziphus trees at the density of 80 plants ha(-1) to the low input cropping systems of smallholder farmers improve agricultural productivity and farmers' incomes. The proposed agroforestry system is affordable and compatible with the low input farming systems, and it ensures sustainable management of soils, land resources, and ecosystem services. But future research could contribute by identifying the optimal combinations of the density of Ziziphus trees, cropping systems and the doses of fertilizer on crops to optimize the productivity of the propose agroforestry system.",,Agric. Ecosyst. Environ.,"Bado, Boubie Vincent
and Whitbread, Anthony
and Manzo, Maman Laminou Sanoussi",2021,Niger,at the research station of ICRISAT Sahelian Center,"13°15'00,000N","2°18'00,000E",,NA,experimental site,RBD,Field,4,YES,11,alley-cropping,Alley-cropping,2,1,"Ziziphus mauritiana,Vigna unguiculata",80;80,NA,YES,NO,YES,NA,NA,NA,YES,,,,,,,monocrop,Vigna unguiculata,NO,YES,NA,NA,NA,NA,,,,,soil N;soil organic carbon;crop yield;productivity;exchangeable K;water use efficiency;ratio of total biomass;soil pH;soil organic C;total N;soil acidity;total dry matter yield;grain yield;crop yield;global revenues,,,total dry matter yield;grain yield;crop yield,Yield,global revenues,,soil N;exchangeable K;ratio of total biomass;soil pH;total N;soil acidity,soil chemistry,soil organic carbon,belowground C,water use efficiency,Quantity (Crop),,,,,,,1,1,13° 15ʹN,2° 18ʹE,80 plants ha−1,NA,NA,,
5197,2198,28527750,7061,"Improving agricultural productivity using agroforestry systems: Performance of millet, cowpea, and ziziphus-based cropping systems in West Africa Sahel","Agroforestry,Cowpea,Income,Millet,Sustainability,Ziziphus,N,yield,water-use efficiency,management,soil fertility,dynamics,ground interactions,savanna,climate-change,carbon sequestration","Across the drylands of sub-Saharan Africa, resource-poor farmers typically apply little or no organic or inorganic fertilizers; they remove or graze crop residues, leaving the soils nutrient-depleted and vulnerable to degradation. High temperatures, soil erosion, and declining soil fertility call for farming systems that protect fragile soils as well as improve nutrient availability and water use efficiency (WUE) and soil fertility. In the present study, the agronomic performance of an agroforestry system with millet (Cenchrus americanus), cowpea (Vigna unguiculata), and Ziziphus (Ziziphus mauritiana) was compared to that of a cropping system without Ziziphus at ICRISAT research station, Sadore, Niger, for four years. The experiment was a factorial 3 x 4 design with three cropping systems: mono-cropping of millet (MM), mono-cropping of cowpea (CC), and millet/cowpea intercropping (M/C), and with four fertilizer treatments (FT) in a split-split arrangement. The same experimental design was installed on 2 blocks: with Ziziphus trees (ZT) at 80 plants ha(-1) and without Ziziphus (WZ). After the four years of cropping, ZT and WZ decreased SOC by 15 and 21 % and K by 105 and 110 %, respectively, compared with the original soil. Soil N was decreased only in the system WZ. Millet grain yields varied from 0.10 to 1.14 t/ha and the highest yields were obtained with NPK fertilizer alone or associated with farmyard manure (FYM) while the lowest yields were obtained with the control without fertilizer and FYM. The ZT system increased millet yields and its WUE with FYM and the control without fertilizer. However, millet yields decreased in ZT system with NPK fertilizer alone or associated with FYM. The ZT system increased the global annual incomes from 2-3 times compared with the system WZ. We concluded that including Ziziphus trees at the density of 80 plants ha(-1) to the low input cropping systems of smallholder farmers improve agricultural productivity and farmers' incomes. The proposed agroforestry system is affordable and compatible with the low input farming systems, and it ensures sustainable management of soils, land resources, and ecosystem services. But future research could contribute by identifying the optimal combinations of the density of Ziziphus trees, cropping systems and the doses of fertilizer on crops to optimize the productivity of the propose agroforestry system.",,Agric. Ecosyst. Environ.,"Bado, Boubie Vincent
and Whitbread, Anthony
and Manzo, Maman Laminou Sanoussi",2021,Niger,at the research station of ICRISAT Sahelian Center,"13°15'00,000N","2°18'00,000E",,NA,experimental site,RBD,Field,4,YES,11,alley-cropping,Alley-cropping,2,1,"Ziziphus mauritiana,Vigna unguiculata",80;80,NA,YES,NO,YES,NA,NA,NA,YES,,,,,,,monocrop,Vigna unguiculata,NO,YES,NA,NA,NA,NA,,,,,soil N;soil organic carbon;crop yield;productivity;exchangeable K;water use efficiency;ratio of total biomass;soil pH;soil organic C;total N;soil acidity;total dry matter yield;grain yield;crop yield;global revenues,,,total dry matter yield;grain yield;crop yield,Yield,global revenues,,soil N;exchangeable K;ratio of total biomass;soil pH;total N;soil acidity,soil chemistry,soil organic carbon,belowground C,water use efficiency,Quantity (Crop),,,,,,,1,1,13° 15ʹN,2° 18ʹE,80 plants ha−1,NA,NA,,
5198,2198,28527750,7061,"Improving agricultural productivity using agroforestry systems: Performance of millet, cowpea, and ziziphus-based cropping systems in West Africa Sahel","Agroforestry,Cowpea,Income,Millet,Sustainability,Ziziphus,N,yield,water-use efficiency,management,soil fertility,dynamics,ground interactions,savanna,climate-change,carbon sequestration","Across the drylands of sub-Saharan Africa, resource-poor farmers typically apply little or no organic or inorganic fertilizers; they remove or graze crop residues, leaving the soils nutrient-depleted and vulnerable to degradation. High temperatures, soil erosion, and declining soil fertility call for farming systems that protect fragile soils as well as improve nutrient availability and water use efficiency (WUE) and soil fertility. In the present study, the agronomic performance of an agroforestry system with millet (Cenchrus americanus), cowpea (Vigna unguiculata), and Ziziphus (Ziziphus mauritiana) was compared to that of a cropping system without Ziziphus at ICRISAT research station, Sadore, Niger, for four years. The experiment was a factorial 3 x 4 design with three cropping systems: mono-cropping of millet (MM), mono-cropping of cowpea (CC), and millet/cowpea intercropping (M/C), and with four fertilizer treatments (FT) in a split-split arrangement. The same experimental design was installed on 2 blocks: with Ziziphus trees (ZT) at 80 plants ha(-1) and without Ziziphus (WZ). After the four years of cropping, ZT and WZ decreased SOC by 15 and 21 % and K by 105 and 110 %, respectively, compared with the original soil. Soil N was decreased only in the system WZ. Millet grain yields varied from 0.10 to 1.14 t/ha and the highest yields were obtained with NPK fertilizer alone or associated with farmyard manure (FYM) while the lowest yields were obtained with the control without fertilizer and FYM. The ZT system increased millet yields and its WUE with FYM and the control without fertilizer. However, millet yields decreased in ZT system with NPK fertilizer alone or associated with FYM. The ZT system increased the global annual incomes from 2-3 times compared with the system WZ. We concluded that including Ziziphus trees at the density of 80 plants ha(-1) to the low input cropping systems of smallholder farmers improve agricultural productivity and farmers' incomes. The proposed agroforestry system is affordable and compatible with the low input farming systems, and it ensures sustainable management of soils, land resources, and ecosystem services. But future research could contribute by identifying the optimal combinations of the density of Ziziphus trees, cropping systems and the doses of fertilizer on crops to optimize the productivity of the propose agroforestry system.",,Agric. Ecosyst. Environ.,"Bado, Boubie Vincent
and Whitbread, Anthony
and Manzo, Maman Laminou Sanoussi",2021,Niger,at the research station of ICRISAT Sahelian Center,"13°15'00,000N","2°18'00,000E",,NA,experimental site,RBD,Field,4,YES,11,alley-cropping,Alley-cropping,3,1,"Ziziphus mauritiana,Cenchrus americanus,Vigna unguiculata",80;80,NA,YES,NO,NO,0,NA,NA,YES,,,,,,,intercropping,"Cenchrus americanus,Vigna unguiculata",NO,NO,0,NA,NA,NA,,,,,soil N;soil organic carbon;crop yield;productivity;exchangeable K;water use efficiency;ratio of total biomass;soil pH;soil organic C;total N;soil acidity;total dry matter yield;grain yield;crop yield;global revenues,,,total dry matter yield;grain yield;crop yield,Yield,global revenues,,soil N;exchangeable K;ratio of total biomass;soil pH;total N;soil acidity,soil chemistry,soil organic carbon,belowground C,water use efficiency,Quantity (Crop),,,,,,,1,1,13° 15ʹN,2° 18ʹE,80 plants ha−1,0,0,,
