numéro,New ID,N,source_id,title,keywords,abstract,Medicinal,journal,authors,publication year,country,location,latitude,longitude,lat_long_modifications,farm size,farm type,Design,Scale,Duration of study,soil,tree age treatment,Intervention in our classification,Intervention_reclass,Number_Total,Number_Woody,species treatment,tree density,shade,pruning,fertiliser organic treatment,fertiliser chemical treatment,fertiliser N treatment,irrigation treatment,tillage treatment,pesticide use treatment,Particular treatment,Mulch treatment,Grass cover treatment,Specific cultivar treatment,Previous land use,Tree age control,Control in our classification,species control,fertiliser organic control,fertiliser chemical control,fertiliser N control,irrigation control,tillage control,pesticide use control,Particular treatment (control),Mulch control,Grass cover control,Specific cultivar control,outcome,Biodiversity,Biodiversity_type,Yields,Yield_type,Financial,Financial returns,Soil,Soil_type,Carbon,Carbon_type,Water_details,Water,Tree traits,Tree_type,Pest and disease,PD_type,Other,Biodiversity,Agronomic,Socio,raw latitude,raw longitude,raw density,row N treatment,row N control,,
3794,1256,28531083,7430,A comparison of alley cropping and block planting systems in sub-humid BÃ©nin,,"Alley cropping would be acceptable to farmers in West Africa, if the amount of tree-crop competition could be reduced and crop yields increased and stabilized. The importance of overall tree-crop competition in alley cropping was therefore quantified at three locations in the Republic of BÃ©nin, by comparing the performance of a maize-cassava intercrop and mixed hedges of Gliricidia sepium and Flemingia macrophylla in an alley cropping system, where the tree-crop interaction was high, and in a cut and carry system with block plantings, where the interface was restricted to one face. The establishment and productivity of trees in both agroforestry systems depended strongly on the natural soil fertility of the site, K and Ca being critical for both species. Alley hedges produced progressively more cut dry matter with higher leaf proportions than tree blocks and hence yielded significantly higher nutrient masses. Overall, the cut dry matter from five cuttings per cropping season ranged among locations from 855 to 1651 kg ha-1 yr-1 for alley hedges and from 777 to 869 kg ha-1 yr-1 for tree blocks. Differences in yields of maize and cassava between both systems were insignificant in all three environments and all cropping years under observation. The results of this study suggest that the overall effect of tree-crop competition was unimportant, but that tree-tree competition was the decisive factor in determining the total system productivity. Â© 1997 Kluwer Academic Publishers.",,Agroforestry Systems,"BÃ¶hringer, A
 
  and Leihner, D E",1996,Benin,in Houeto,"6°27'00,000N","2°30'00,000E",,,working farm,RCBD,Landscape,3,YES,1;1,alley-cropping,Alley-cropping,4,3,"Gliricidia sepium,Flemingia macrophylla,Manihot esculenta,Zea mays",14000;750;750;12500,NA,YES,NA,YES,48,NA,NA,NA,,,,,,,intercropping,"Manihot esculenta,Zea mays",NA,YES,138,NA,NA,NA,,,,,,,,tree productivity;crop yields,yield,,,,,,,,,,,,,,,1,,6°27N,2-3°E,30000;15000;15000,48kg N ha-1,138kg N ha-1,,
3795,1256,28531083,7430,A comparison of alley cropping and block planting systems in sub-humid BÃ©nin,,"Alley cropping would be acceptable to farmers in West Africa, if the amount of tree-crop competition could be reduced and crop yields increased and stabilized. The importance of overall tree-crop competition in alley cropping was therefore quantified at three locations in the Republic of BÃ©nin, by comparing the performance of a maize-cassava intercrop and mixed hedges of Gliricidia sepium and Flemingia macrophylla in an alley cropping system, where the tree-crop interaction was high, and in a cut and carry system with block plantings, where the interface was restricted to one face. The establishment and productivity of trees in both agroforestry systems depended strongly on the natural soil fertility of the site, K and Ca being critical for both species. Alley hedges produced progressively more cut dry matter with higher leaf proportions than tree blocks and hence yielded significantly higher nutrient masses. Overall, the cut dry matter from five cuttings per cropping season ranged among locations from 855 to 1651 kg ha-1 yr-1 for alley hedges and from 777 to 869 kg ha-1 yr-1 for tree blocks. Differences in yields of maize and cassava between both systems were insignificant in all three environments and all cropping years under observation. The results of this study suggest that the overall effect of tree-crop competition was unimportant, but that tree-tree competition was the decisive factor in determining the total system productivity. Â© 1997 Kluwer Academic Publishers.",,Agroforestry Systems,"BÃ¶hringer, A
 
  and Leihner, D E",1996,Benin,in Attotinga,"6°41'00,000N","2°30'00,000E",,,working farm,RCBD,Landscape,3,YES,1;1,alley-cropping,Alley-cropping,4,3,"Gliricidia sepium,Flemingia macrophylla,Manihot esculenta,Zea mays",14000;750;750;12500,NA,YES,NA,NA,NA,NA,NA,NA,,,,,,,intercropping,"Manihot esculenta,Zea mays",NA,YES,90,NA,NA,NA,,,,,,,,tree productivity;crop yields,yield,,,,,,,,,,,,,,,1,,6°41N,2-3°E,30000;15000;15000,NA,90kg N ha-1,,
3796,1256,28531083,7430,A comparison of alley cropping and block planting systems in sub-humid BÃ©nin,,"Alley cropping would be acceptable to farmers in West Africa, if the amount of tree-crop competition could be reduced and crop yields increased and stabilized. The importance of overall tree-crop competition in alley cropping was therefore quantified at three locations in the Republic of BÃ©nin, by comparing the performance of a maize-cassava intercrop and mixed hedges of Gliricidia sepium and Flemingia macrophylla in an alley cropping system, where the tree-crop interaction was high, and in a cut and carry system with block plantings, where the interface was restricted to one face. The establishment and productivity of trees in both agroforestry systems depended strongly on the natural soil fertility of the site, K and Ca being critical for both species. Alley hedges produced progressively more cut dry matter with higher leaf proportions than tree blocks and hence yielded significantly higher nutrient masses. Overall, the cut dry matter from five cuttings per cropping season ranged among locations from 855 to 1651 kg ha-1 yr-1 for alley hedges and from 777 to 869 kg ha-1 yr-1 for tree blocks. Differences in yields of maize and cassava between both systems were insignificant in all three environments and all cropping years under observation. The results of this study suggest that the overall effect of tree-crop competition was unimportant, but that tree-tree competition was the decisive factor in determining the total system productivity. Â© 1997 Kluwer Academic Publishers.",,Agroforestry Systems,"BÃ¶hringer, A
 
  and Leihner, D E",1996,Benin,in Aguagon,"7°58'00,000N","2°30'00,000E",,,working farm,RCBD,Landscape,3,YES,1;1,alley-cropping,Alley-cropping,4,3,"Gliricidia sepium,Flemingia macrophylla,Manihot esculenta,Zea mays",14000;750;750;12500,NA,YES,NA,NA,NA,NA,NA,NA,,,,,,,intercropping,"Manihot esculenta,Zea mays",NA,YES,90,NA,NA,NA,,,,,,,,tree productivity;crop yields,yield,,,,,,,,,,,,,,,1,,7°58N,2-3°E,30000;15000;15000,NA,90kg N ha-1,,
3797,1256,28531083,7430,A comparison of alley cropping and block planting systems in sub-humid BÃ©nin,,"Alley cropping would be acceptable to farmers in West Africa, if the amount of tree-crop competition could be reduced and crop yields increased and stabilized. The importance of overall tree-crop competition in alley cropping was therefore quantified at three locations in the Republic of BÃ©nin, by comparing the performance of a maize-cassava intercrop and mixed hedges of Gliricidia sepium and Flemingia macrophylla in an alley cropping system, where the tree-crop interaction was high, and in a cut and carry system with block plantings, where the interface was restricted to one face. The establishment and productivity of trees in both agroforestry systems depended strongly on the natural soil fertility of the site, K and Ca being critical for both species. Alley hedges produced progressively more cut dry matter with higher leaf proportions than tree blocks and hence yielded significantly higher nutrient masses. Overall, the cut dry matter from five cuttings per cropping season ranged among locations from 855 to 1651 kg ha-1 yr-1 for alley hedges and from 777 to 869 kg ha-1 yr-1 for tree blocks. Differences in yields of maize and cassava between both systems were insignificant in all three environments and all cropping years under observation. The results of this study suggest that the overall effect of tree-crop competition was unimportant, but that tree-tree competition was the decisive factor in determining the total system productivity. Â© 1997 Kluwer Academic Publishers.",,Agroforestry Systems,"BÃ¶hringer, A
 
  and Leihner, D E",1996,Benin,in Houeto,"6°27'00,000N","2°30'00,000E",,,working farm,RCBD,Landscape,3,YES,1;1,alley-cropping,Alley-cropping,4,3,"Gliricidia sepium,Flemingia macrophylla,Manihot esculenta,Zea mays",14000;750;750;12500,NA,YES,NA,YES,48,NA,NA,NA,,,,,,,intercropping,"Manihot esculenta,Zea mays",NA,YES,138,NA,NA,NA,,,,,,,,tree productivity;crop yields,yield,,,,,,,,,,,,,,,1,,6°27N,2-3°E,30000;15000;15000,48kg N ha-1,138kg N ha-1,,
3798,1256,28531083,7430,A comparison of alley cropping and block planting systems in sub-humid BÃ©nin,,"Alley cropping would be acceptable to farmers in West Africa, if the amount of tree-crop competition could be reduced and crop yields increased and stabilized. The importance of overall tree-crop competition in alley cropping was therefore quantified at three locations in the Republic of BÃ©nin, by comparing the performance of a maize-cassava intercrop and mixed hedges of Gliricidia sepium and Flemingia macrophylla in an alley cropping system, where the tree-crop interaction was high, and in a cut and carry system with block plantings, where the interface was restricted to one face. The establishment and productivity of trees in both agroforestry systems depended strongly on the natural soil fertility of the site, K and Ca being critical for both species. Alley hedges produced progressively more cut dry matter with higher leaf proportions than tree blocks and hence yielded significantly higher nutrient masses. Overall, the cut dry matter from five cuttings per cropping season ranged among locations from 855 to 1651 kg ha-1 yr-1 for alley hedges and from 777 to 869 kg ha-1 yr-1 for tree blocks. Differences in yields of maize and cassava between both systems were insignificant in all three environments and all cropping years under observation. The results of this study suggest that the overall effect of tree-crop competition was unimportant, but that tree-tree competition was the decisive factor in determining the total system productivity. Â© 1997 Kluwer Academic Publishers.",,Agroforestry Systems,"BÃ¶hringer, A
 
  and Leihner, D E",1996,Benin,in Attotinga,"6°41'00,000N","2°30'00,000E",,,working farm,RCBD,Landscape,3,YES,1;1,alley-cropping,Alley-cropping,4,3,"Gliricidia sepium,Flemingia macrophylla,Manihot esculenta,Zea mays",14000;750;750;12500,NA,YES,NA,NA,NA,NA,NA,NA,,,,,,,intercropping,"Manihot esculenta,Zea mays",NA,YES,90,NA,NA,NA,,,,,,,,tree productivity;crop yields,yield,,,,,,,,,,,,,,,1,,6°41N,2-3°E,30000;15000;15000,NA,90kg N ha-1,,
3799,1256,28531083,7430,A comparison of alley cropping and block planting systems in sub-humid BÃ©nin,,"Alley cropping would be acceptable to farmers in West Africa, if the amount of tree-crop competition could be reduced and crop yields increased and stabilized. The importance of overall tree-crop competition in alley cropping was therefore quantified at three locations in the Republic of BÃ©nin, by comparing the performance of a maize-cassava intercrop and mixed hedges of Gliricidia sepium and Flemingia macrophylla in an alley cropping system, where the tree-crop interaction was high, and in a cut and carry system with block plantings, where the interface was restricted to one face. The establishment and productivity of trees in both agroforestry systems depended strongly on the natural soil fertility of the site, K and Ca being critical for both species. Alley hedges produced progressively more cut dry matter with higher leaf proportions than tree blocks and hence yielded significantly higher nutrient masses. Overall, the cut dry matter from five cuttings per cropping season ranged among locations from 855 to 1651 kg ha-1 yr-1 for alley hedges and from 777 to 869 kg ha-1 yr-1 for tree blocks. Differences in yields of maize and cassava between both systems were insignificant in all three environments and all cropping years under observation. The results of this study suggest that the overall effect of tree-crop competition was unimportant, but that tree-tree competition was the decisive factor in determining the total system productivity. Â© 1997 Kluwer Academic Publishers.",,Agroforestry Systems,"BÃ¶hringer, A
 
  and Leihner, D E",1996,Benin,in Aguagon,"7°58'00,000N","2°30'00,000E",,,working farm,RCBD,Landscape,3,YES,1;1,alley-cropping,Alley-cropping,4,3,"Gliricidia sepium,Flemingia macrophylla,Manihot esculenta,Zea mays",14000;750;750;12500,NA,YES,NA,NA,NA,NA,NA,NA,,,,,,,intercropping,"Manihot esculenta,Zea mays",NA,YES,90,NA,NA,NA,,,,,,,,tree productivity;crop yields,yield,,,,,,,,,,,,,,,1,,7°58N,2-3°E,30000;15000;15000,NA,90kg N ha-1,,
4481,1257,28531238,9201,A comparison of naturally growing vegetation vs. border-planted companion plants for sustaining parasitoids in pomegranate orchards,,"Diversification of vegetation within and around agricultural habitats is an effective strategy to support populations of natural enemies of crops' pests. Such diversification can be achieved by conservation of natural vegetation that develops spontaneously around the plots, as well as by active introduction of companion plants to the crop. In this study we compared these two approaches in pomegranate orchards in Mediterranean climate. First, we evaluated ten candidate companion plant species for their potential to attract parasitoids of pomegranate pests. We then planted a combination of the two leading species âˆ’ celery and Syrian oregano âˆ’ along the perimeter of five orchards. In five additional, paired orchards, no plants were added. Arthropods were sampled from added and naturally growing companion plants throughout the pomegranate fruit growth season. Parasitoids were the most common natural enemies in our samples, and their overall abundance was similar in both treatments. Pest levels did not differ between treatments either. However, the distribution of some parasitoids (Neochrysocharis and Telenomus) and pests (leafhoppers and dipteran leafminers) within the orchards was affected by the margin vegetation type: these insects were more abundant in the margins than in the centers of the orchards with companion plants (suggesting a role as trap plants), whereas the opposite was observed in orchards with natural vegetation. We conclude that introduction of companion plants and conservation of local natural vegetation were equally effective in sustaining parasitoid numbers and diversity, but that planting attracted some parasitoids away from the orchards towards their margins. This possibly provides these natural enemies with a refuge from agricultural disturbances, but might reduce their contribution to pest control. Â© 2017 Elsevier B.V.",,"Agriculture, Ecosystems and Environment","Kishinevsky, M
 
  and Keasar, T
 
  and Harari, A R
 
  and Chiel, E",2017,Israel,,NA,NA,,,working farm,paired sites,Landscape,1,NO,NA,Orchard,Alley-cropping,2,1,"Punica granatum,Apium graveolens",NA;NA,NA,NA,NA,YES,NA,YES,NA,YES,,,,,,,tree monocrop,Punica granatum,NA,YES,NA,YES,NA,YES,margin of the orchard,,,,,,,,,,,,,,,,,,,mean abundance of leaf-mining diptera;mean abundance of the leafhopper empoasca;mean abundance of leafminer parasitoids;mean abundance of parasitoids of Lepidoptera,"Neochrysocharis and Telenomus, leafhoppers and dipteran leafminers",,,1,,,,NA,NA,NA,,
4482,1257,28531238,9201,A comparison of naturally growing vegetation vs. border-planted companion plants for sustaining parasitoids in pomegranate orchards,,"Diversification of vegetation within and around agricultural habitats is an effective strategy to support populations of natural enemies of crops' pests. Such diversification can be achieved by conservation of natural vegetation that develops spontaneously around the plots, as well as by active introduction of companion plants to the crop. In this study we compared these two approaches in pomegranate orchards in Mediterranean climate. First, we evaluated ten candidate companion plant species for their potential to attract parasitoids of pomegranate pests. We then planted a combination of the two leading species âˆ’ celery and Syrian oregano âˆ’ along the perimeter of five orchards. In five additional, paired orchards, no plants were added. Arthropods were sampled from added and naturally growing companion plants throughout the pomegranate fruit growth season. Parasitoids were the most common natural enemies in our samples, and their overall abundance was similar in both treatments. Pest levels did not differ between treatments either. However, the distribution of some parasitoids (Neochrysocharis and Telenomus) and pests (leafhoppers and dipteran leafminers) within the orchards was affected by the margin vegetation type: these insects were more abundant in the margins than in the centers of the orchards with companion plants (suggesting a role as trap plants), whereas the opposite was observed in orchards with natural vegetation. We conclude that introduction of companion plants and conservation of local natural vegetation were equally effective in sustaining parasitoid numbers and diversity, but that planting attracted some parasitoids away from the orchards towards their margins. This possibly provides these natural enemies with a refuge from agricultural disturbances, but might reduce their contribution to pest control. Â© 2017 Elsevier B.V.",,"Agriculture, Ecosystems and Environment","Kishinevsky, M
 
  and Keasar, T
 
  and Harari, A R
 
  and Chiel, E",2017,Israel,,NA,NA,,,working farm,paired sites,Landscape,1,NO,NA,Orchard,Alley-cropping,2,1,"Punica granatum,Origanum syriacum",NA;NA,NA,NA,NA,YES,NA,YES,NA,YES,,,,,,,tree monocrop,Punica granatum,NA,YES,NA,YES,NA,YES,margin of the orchard,,,,,,,,,,,,,,,,,,,mean abundance of leaf-mining diptera;mean abundance of the leafhopper empoasca;mean abundance of leafminer parasitoids;mean abundance of parasitoids of Lepidoptera,"Neochrysocharis and Telenomus, leafhoppers and dipteran leafminers",,,1,,,,NA,NA,NA,,
4483,1257,28531238,9201,A comparison of naturally growing vegetation vs. border-planted companion plants for sustaining parasitoids in pomegranate orchards,,"Diversification of vegetation within and around agricultural habitats is an effective strategy to support populations of natural enemies of crops' pests. Such diversification can be achieved by conservation of natural vegetation that develops spontaneously around the plots, as well as by active introduction of companion plants to the crop. In this study we compared these two approaches in pomegranate orchards in Mediterranean climate. First, we evaluated ten candidate companion plant species for their potential to attract parasitoids of pomegranate pests. We then planted a combination of the two leading species âˆ’ celery and Syrian oregano âˆ’ along the perimeter of five orchards. In five additional, paired orchards, no plants were added. Arthropods were sampled from added and naturally growing companion plants throughout the pomegranate fruit growth season. Parasitoids were the most common natural enemies in our samples, and their overall abundance was similar in both treatments. Pest levels did not differ between treatments either. However, the distribution of some parasitoids (Neochrysocharis and Telenomus) and pests (leafhoppers and dipteran leafminers) within the orchards was affected by the margin vegetation type: these insects were more abundant in the margins than in the centers of the orchards with companion plants (suggesting a role as trap plants), whereas the opposite was observed in orchards with natural vegetation. We conclude that introduction of companion plants and conservation of local natural vegetation were equally effective in sustaining parasitoid numbers and diversity, but that planting attracted some parasitoids away from the orchards towards their margins. This possibly provides these natural enemies with a refuge from agricultural disturbances, but might reduce their contribution to pest control. Â© 2017 Elsevier B.V.",,"Agriculture, Ecosystems and Environment","Kishinevsky, M
 
  and Keasar, T
 
  and Harari, A R
 
  and Chiel, E",2017,Israel,,NA,NA,,,working farm,paired sites,Landscape,1,NO,NA,Orchard,Alley-cropping,2,1,"Punica granatum,Apium graveolens",NA;NA,NA,NA,NA,YES,NA,YES,NA,YES,,,,,,,tree monocrop,Punica granatum,NA,YES,NA,YES,NA,YES,center of the orchard,,,,,,,,,,,,,,,,,,,mean abundance of leaf-mining diptera;mean abundance of the leafhopper empoasca;mean abundance of leafminer parasitoids;mean abundance of parasitoids of Lepidoptera,"Neochrysocharis and Telenomus, leafhoppers and dipteran leafminers",,,1,,,,NA,NA,NA,,
4484,1257,28531238,9201,A comparison of naturally growing vegetation vs. border-planted companion plants for sustaining parasitoids in pomegranate orchards,,"Diversification of vegetation within and around agricultural habitats is an effective strategy to support populations of natural enemies of crops' pests. Such diversification can be achieved by conservation of natural vegetation that develops spontaneously around the plots, as well as by active introduction of companion plants to the crop. In this study we compared these two approaches in pomegranate orchards in Mediterranean climate. First, we evaluated ten candidate companion plant species for their potential to attract parasitoids of pomegranate pests. We then planted a combination of the two leading species âˆ’ celery and Syrian oregano âˆ’ along the perimeter of five orchards. In five additional, paired orchards, no plants were added. Arthropods were sampled from added and naturally growing companion plants throughout the pomegranate fruit growth season. Parasitoids were the most common natural enemies in our samples, and their overall abundance was similar in both treatments. Pest levels did not differ between treatments either. However, the distribution of some parasitoids (Neochrysocharis and Telenomus) and pests (leafhoppers and dipteran leafminers) within the orchards was affected by the margin vegetation type: these insects were more abundant in the margins than in the centers of the orchards with companion plants (suggesting a role as trap plants), whereas the opposite was observed in orchards with natural vegetation. We conclude that introduction of companion plants and conservation of local natural vegetation were equally effective in sustaining parasitoid numbers and diversity, but that planting attracted some parasitoids away from the orchards towards their margins. This possibly provides these natural enemies with a refuge from agricultural disturbances, but might reduce their contribution to pest control. Â© 2017 Elsevier B.V.",,"Agriculture, Ecosystems and Environment","Kishinevsky, M
 
  and Keasar, T
 
  and Harari, A R
 
  and Chiel, E",2017,Israel,,NA,NA,,,working farm,paired sites,Landscape,1,NO,NA,Orchard,Alley-cropping,2,1,"Punica granatum,Origanum syriacum",NA;NA,NA,NA,NA,YES,NA,YES,NA,YES,,,,,,,tree monocrop,Punica granatum,NA,YES,NA,YES,NA,YES,center of the orchard,,,,,,,,,,,,,,,,,,,mean abundance of leaf-mining diptera;mean abundance of the leafhopper empoasca;mean abundance of leafminer parasitoids;mean abundance of parasitoids of Lepidoptera,"Neochrysocharis and Telenomus, leafhoppers and dipteran leafminers",,,1,,,,NA,NA,NA,,
4272,1260,28530930,7989,"A pear and vegetable interculture system: Land equivalent ratio, light use efficiency and productivity",,"The productivity, land equivalent ratios (LERs) and light use efficiency of a pear and radish interculture system were assessed. Pear yield was unaffected by intercropping. Relative yields for the radish component varied between 0.5â€“1.01 depending upon the yield index and spatial arrangement employed. This gave LER values for the system of 1.5â€“2.01. The overall trans-missivity of the pear canopy was 73%. A 47% reduction in photosynthetically active radiation (PAR) gave a yield reduction of 65% in terms of number of saleable radish, but did not affect total dry matter productivity. Reductions in radish yield directly beneath pear trees was thought to be due to other factors besides PAR. The total dry matter productivity of a system containing five successive radish crops was estimated at 26.25 tonnes haâˆ’1 yrâˆ’1. Â© 1986, Cambridge University Press. All rights reserved.",,Experimental Agriculture,"Newman, S M",1986,United Kingdom,,NA,NA,,,working farm,,Field,1,NO,NA,Intercrop,alley cropping,2,1,"Pyrus communis,Raphanus sativus",NA;NA,NA,NA,NO,NO,0,NO,NA,NA,position 1,,,,,,monocrop,Raphanus sativus,NO,NO,0,NO,NA,NA,,,,,,,,yield of understorey radish;pear yields;LER; total dry matter,Yield,number of saleable radish,,,,,Aboveground C,,,canopy diameter;trunk diameter,"canopy, stem",,,PAR measurments,,1,1,,,NA,0,0,,
