"","numéro","n_spp","n_WE","n_WNE","n_HE","n_HNE","n_Med","n_edible","n_woody","dom_group","Concatenation","country","latitude","longitude","farm type","Intervention_reclass","exp_type","has_WNE","has_WE","has_HE"
"3726","4847",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3727","4848",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3728","4849",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3729","485",12,1,7,0,4,0,1,8,"WNE","HNE, WNE, WE","Mexico",NA,NA,"working farm","Parkland","WNE + WE",TRUE,TRUE,FALSE
"3730","4850",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3731","4851",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3732","4852",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3733","4853",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3734","4854",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3735","4855",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3736","4856",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3737","4857",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3738","4858",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3739","4859",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3740","4860",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3741","4861",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3742","4862",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3743","4863",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3744","4864",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3745","4865",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3746","4866",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3747","4867",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3748","4868",2,0,1,1,0,0,1,1,"HE","WNE, HE","Australia","33,640000°S","122,880000°E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3749","4869",8,1,2,3,2,0,4,3,"HE","HNE, WNE, HE, WE","Canada","45°05'00,000N","75°25'00,000W","working farm","Hedgerows","Multi-type",TRUE,TRUE,TRUE
"3750","487",3,1,2,0,0,1,1,3,"WNE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3751","488",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3752","4888",2,1,0,1,0,1,2,1,"HE","HE, WE","China","46°46'00,000N","130°27'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3753","4889",2,1,0,1,0,1,2,1,"HE","HE, WE","China","46°46'00,000N","130°27'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3754","489",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3755","4890",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","31°41'00,000N","103°53'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3756","4891",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","31°41'00,000N","103°53'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3757","4892",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","31°41'00,000N","103°53'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3758","4893",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","31°41'00,000N","103°53'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3759","4894",7,4,3,0,0,2,4,7,"WE","WNE, WE","Brazil","2°15'00,000N","60°39'54,000W","experimental site","Multi-strata systems","WNE + WE",TRUE,TRUE,FALSE
"3760","4895",7,4,3,0,0,2,4,7,"WE","WNE, WE","Brazil","2°15'00,000N","60°39'54,000W","experimental site","Multi-strata systems","WNE + WE",TRUE,TRUE,FALSE
"3761","4896",3,1,2,0,0,2,1,3,"WNE","WNE, WE","Bangladesh","24°91'30,000N","91°90'30,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3762","4897",3,1,2,0,0,2,1,3,"WNE","WNE, WE","Bangladesh","24°91'30,000N","91°90'30,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3763","4898",3,1,2,0,0,2,1,3,"WNE","WNE, WE","Bangladesh","24°91'30,000N","91°90'30,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3764","4899",3,1,2,0,0,2,1,3,"WNE","WNE, WE","Bangladesh","24°91'30,000N","91°90'30,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3765","490",5,0,1,4,0,0,4,1,"HE","WNE, HE","Mexico",NA,NA,"working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3766","4900",2,2,0,0,0,1,2,2,"WE","WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3767","4901",2,2,0,0,0,1,2,2,"WE","WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3768","4902",2,2,0,0,0,1,2,2,"WE","WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3769","4903",2,2,0,0,0,1,2,2,"WE","WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3770","4904",2,2,0,0,0,1,2,2,"WE","WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3771","4905",2,2,0,0,0,1,2,2,"WE","WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3772","4906",2,2,0,0,0,1,2,2,"WE","WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3773","4907",2,2,0,0,0,1,2,2,"WE","WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3774","4908",3,1,0,2,0,0,3,1,"HE","HE, WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3775","4909",3,1,0,2,0,0,3,1,"HE","HE, WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3776","491",3,1,2,0,0,1,1,3,"WNE","WNE, WE","India","10,235000°N","76,865000°E","Large areas","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3777","4910",3,0,1,2,0,0,2,1,"HE","WNE, HE","Nigeria",NA,NA,"experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3778","4911",3,0,1,2,0,0,2,1,"HE","WNE, HE","Nigeria",NA,NA,"experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3779","4912",3,1,0,2,0,0,3,1,"HE","HE, WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3780","4913",3,1,0,2,0,0,3,1,"HE","HE, WE","Nigeria",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3781","4914",3,0,1,2,0,0,2,1,"HE","WNE, HE","Nigeria",NA,NA,"experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3782","4915",3,0,1,2,0,0,2,1,"HE","WNE, HE","Nigeria",NA,NA,"experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3783","492",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3784","493",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3785","494",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3786","495",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3787","4952",2,1,1,0,0,0,1,2,"WE","WNE, WE","India","11°21'00,000N","76°20'00,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3788","4953",2,1,1,0,0,0,1,2,"WE","WNE, WE","India","11°21'00,000N","76°20'00,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3789","4954",2,1,1,0,0,0,1,2,"WE","WNE, WE","India","11°21'00,000N","76°20'00,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3790","4955",2,1,1,0,0,0,1,2,"WE","WNE, WE","India","11°21'00,000N","76°20'00,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3791","4956",2,1,1,0,0,0,1,2,"WE","WNE, WE","India","11°21'00,000N","76°20'00,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3792","4957",2,1,1,0,0,0,1,2,"WE","WNE, WE","India","11°21'00,000N","76°20'00,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3793","4958",2,1,1,0,0,0,1,2,"WE","WNE, WE","India","11°21'00,000N","76°20'00,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3794","4959",2,1,1,0,0,0,1,2,"WE","WNE, WE","India","11°21'00,000N","76°20'00,000E","working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3795","496",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3796","497",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3797","498",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3798","4982",3,1,0,2,0,0,3,1,"HE","HE, WE","Nigeria","7°30'00,000N","3°54'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3799","4983",3,0,1,2,0,0,2,1,"HE","WNE, HE","Nigeria","7°30'00,000N","3°54'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3800","4984",3,1,0,2,0,0,3,1,"HE","HE, WE","Nigeria","7°30'00,000N","3°54'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3801","4985",3,0,1,2,0,0,2,1,"HE","WNE, HE","Nigeria","7°30'00,000N","3°54'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3802","4986",3,2,0,1,0,0,3,2,"WE","HE, WE","Nigeria","7°30'00,000N","3°54'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3803","4987",3,2,0,1,0,0,3,2,"WE","HE, WE","Nigeria","7°30'00,000N","3°54'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3804","4988",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3805","4989",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3806","499",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3807","4990",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3808","4991",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3809","4992",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3810","4993",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3811","4994",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3812","4995",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3813","4996",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3814","4997",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3815","4998",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3816","4999",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3817","5",3,1,0,2,0,0,3,1,"HE","HE, WE","Philippines","10°44'00,000N","124°48'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3818","50",2,2,0,0,0,0,2,2,"WE","WE","Nigeria","7°30'00,000N","3°54'00,000E","experimental site","Fallows","Edible only",FALSE,TRUE,FALSE
"3819","500",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3820","5000",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3821","5001",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3822","5002",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3823","5003",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3824","5004",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3825","5005",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3826","5006",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3827","5007",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3828","5008",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3829","5009",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3830","501",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3831","5010",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3832","5011",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3833","5012",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3834","5013",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3835","5014",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3836","5015",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3837","5016",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3838","5017",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3839","5018",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3840","5019",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3841","502",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3842","5020",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3843","5021",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3844","5022",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3845","5023",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3846","5024",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3847","5025",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3848","5026",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3849","5027",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3850","5028",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3851","5029",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3852","503",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3853","5030",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3854","5031",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3855","5032",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3856","5033",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3857","5034",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3858","5035",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3859","5036",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3860","5037",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3861","5038",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3862","5039",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3863","504",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3864","5040",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3865","5041",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3866","5042",2,2,0,0,0,0,2,2,"WE","WE","USA",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3867","5049",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","31°12'00,000N","110°42'00,000E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3868","505",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3869","5050",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","31°12'00,000N","110°42'00,000E","working farm","Hedgerows","WNE + HE",TRUE,FALSE,TRUE
"3870","5051",2,1,1,0,0,1,1,2,"WE","WNE, WE","China","19°32'55,000N","109°18'30,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3871","5052",2,1,1,0,0,1,1,2,"WE","WNE, WE","China","19°32'55,000N","109°18'30,000E","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3872","5053",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","19°32'55,000N","109°18'30,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3873","5054",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","19°32'55,000N","109°18'30,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3874","5055",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","19°32'55,000N","109°18'30,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3875","5056",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","19°32'55,000N","109°18'30,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3876","5057",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","19°32'55,000N","109°18'30,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3877","5058",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","19°32'55,000N","109°18'30,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3878","5059",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","19°32'55,000N","109°18'30,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3879","506",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3880","5060",2,0,1,1,0,0,1,1,"HE","WNE, HE","China","19°32'55,000N","109°18'30,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3881","5061",2,1,0,1,0,0,2,1,"HE","HE, WE","Sweden",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3882","5062",3,2,0,1,0,0,3,2,"WE","HE, WE","Benin","6°24'00,000N","2°20'00,000E","working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3883","5063",3,2,0,1,0,0,3,2,"WE","HE, WE","Benin","6°24'00,000N","2°20'00,000E","working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3884","5064",3,2,0,1,0,0,3,2,"WE","HE, WE","Benin","6°24'00,000N","2°20'00,000E","working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3885","5065",3,2,0,1,0,0,3,2,"WE","HE, WE","Benin","6°24'00,000N","2°20'00,000E","working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3886","507",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3887","5070",2,1,0,1,0,0,2,1,"HE","HE, WE","India","30°20'40,000N","77°52'12,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3888","5071",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"3889","5072",2,1,0,1,0,0,2,1,"HE","HE, WE","India",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"3890","5073",2,1,1,0,0,0,1,2,"WE","WNE, WE","Zambia","13°39'00,000S","32°34'00,000E","experimental site","Fallows","WNE + WE",TRUE,TRUE,FALSE
"3891","5074",2,1,1,0,0,0,1,2,"WE","WNE, WE","Zambia","13°39'00,000S","32°34'00,000E","experimental site","Fallows","WNE + WE",TRUE,TRUE,FALSE
"3892","5077",2,1,1,0,0,0,1,2,"WE","WNE, WE","Zambia","13°39'00,000S","32°34'00,000E","experimental site","Fallows","WNE + WE",TRUE,TRUE,FALSE
"3893","5078",2,1,1,0,0,0,1,2,"WE","WNE, WE","Zambia","13°39'00,000S","32°34'00,000E","experimental site","Fallows","WNE + WE",TRUE,TRUE,FALSE
"3894","508",2,1,1,0,0,1,1,2,"WE","WNE, WE","Mexico",NA,NA,"working farm","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"3895","5081",2,1,1,0,0,0,1,2,"WE","WNE, WE","Zambia","13°39'00,000S","32°34'00,000E","experimental site","Fallows","WNE + WE",TRUE,TRUE,FALSE
"3896","5082",2,1,1,0,0,0,1,2,"WE","WNE, WE","Zambia","13°39'00,000S","32°34'00,000E","experimental site","Fallows","WNE + WE",TRUE,TRUE,FALSE
"3897","5085",2,1,1,0,0,0,1,2,"WE","WNE, WE","Kenya","0°06'00,000N","34°34'00,000E","working farm","Fallows","WNE + WE",TRUE,TRUE,FALSE
"3898","5088",2,0,1,1,0,0,1,1,"HE","WNE, HE","Kenya","0°06'00,000N","34°34'00,000E","working farm","Fallows","WNE + HE",TRUE,FALSE,TRUE
