"","numéro","n_spp","n_WE","n_WNE","n_HE","n_HNE","n_Med","n_edible","n_woody","dom_group","Concatenation","country","latitude","longitude","farm type","Intervention_reclass","exp_type","has_WNE","has_WE","has_HE"
"1","1",2,2,0,0,0,0,2,2,"WE","WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"2","1.1",2,2,0,0,0,0,2,2,"WE","WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"3","1.2",2,2,0,0,0,0,2,2,"WE","WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"4","1.3",2,2,0,0,0,0,2,2,"WE","WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"5","1.4",2,2,0,0,0,0,2,2,"WE","WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"6","1.5",2,2,0,0,0,0,2,2,"WE","WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"7","1.6",2,2,0,0,0,0,2,2,"WE","WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"8","1.7",2,2,0,0,0,0,2,2,"WE","WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"9","100",2,0,1,1,0,0,1,1,"HE","WNE, HE","Sudan","12°00'00,000N","30°00'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"10","1000",2,1,0,1,0,0,2,1,"HE","HE, WE","USA","47°13'12,960N","119°57'52,260W","working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"11","1001",2,1,0,0,1,0,1,1,"WE","HNE, WE","USA","47°13'12,960N","119°57'52,260W","working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"12","1002",2,1,0,0,1,0,1,1,"WE","HNE, WE","USA","47°13'12,960N","119°57'52,260W","working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"13","1003",2,1,0,0,1,0,1,1,"WE","HNE, WE","USA","47°13'12,960N","119°57'52,260W","working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"14","1004",2,1,0,0,1,0,1,1,"WE","HNE, WE","USA","47°13'12,960N","119°57'52,260W","working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"15","1005",2,1,0,0,1,0,1,1,"WE","HNE, WE","USA","47°13'12,960N","119°57'52,260W","working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"16","1006",2,1,0,0,1,0,1,1,"WE","HNE, WE","USA","47°13'12,960N","119°57'52,260W","working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"17","1007",2,2,0,0,0,0,2,2,"WE","WE","France",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"18","1008",2,2,0,0,0,0,2,2,"WE","WE","France",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"19","1009",2,2,0,0,0,0,2,2,"WE","WE","France",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"20","1010",2,2,0,0,0,0,2,2,"WE","WE","France",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"21","1011",2,1,1,0,0,1,1,2,"WE","WNE, WE","Brazil","20°54'37,320S","47°06'43,800W","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"22","1012",2,2,0,0,0,1,2,2,"WE","WE","Brazil","20°54'37,320S","47°06'43,800W","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"23","1013",2,1,1,0,0,1,1,2,"WE","WNE, WE","Brazil","20°54'37,320S","47°06'43,800W","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"24","1014",2,2,0,0,0,1,2,2,"WE","WE","Brazil","20°54'37,320S","47°06'43,800W","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"25","1015",2,1,1,0,0,1,1,2,"WE","WNE, WE","Brazil","20°54'37,320S","47°06'43,800W","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"26","1016",2,2,0,0,0,1,2,2,"WE","WE","Brazil","20°54'37,320S","47°06'43,800W","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"27","1017",2,1,1,0,0,1,1,2,"WE","WNE, WE","Brazil","20°54'37,320S","47°06'43,800W","experimental site","Alley cropping","WNE + WE",TRUE,TRUE,FALSE
"28","1018",2,2,0,0,0,1,2,2,"WE","WE","Brazil","20°54'37,320S","47°06'43,800W","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"29","1019",16,5,11,0,0,3,5,16,"WNE","WNE, WE","Ghana","6°02'00,000N","0°27'00,000W","working farm","Multi-strata systems","WNE + WE",TRUE,TRUE,FALSE
"30","102",2,0,1,1,0,0,1,1,"HE","WNE, HE","Sudan","12°00'00,000N","30°00'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"31","1020",16,5,11,0,0,3,5,16,"WNE","WNE, WE","Ghana","6°57'00,000N","2°35'00,000W","working farm","Multi-strata systems","WNE + WE",TRUE,TRUE,FALSE
"32","1021",5,3,1,1,0,1,4,4,"WE","WNE, HE, WE","Costa Rica","9.9676","-83.0869","working farm","Multi-strata systems","Multi-type",TRUE,TRUE,TRUE
"33","1022",5,3,1,1,0,1,4,4,"WE","WNE, HE, WE","Costa Rica","9.9676","-83.0869","working farm","Multi-strata systems","Multi-type",TRUE,TRUE,TRUE
"34","1023",5,3,1,1,0,1,4,4,"WE","WNE, HE, WE","Costa Rica","9.9676","-83.0869","working farm","Multi-strata systems","Multi-type",TRUE,TRUE,TRUE
"35","1024",5,3,1,1,0,1,4,4,"WE","WNE, HE, WE","Costa Rica","9.9676","-83.0869","working farm","Multi-strata systems","Multi-type",TRUE,TRUE,TRUE
"36","1025",3,1,0,0,2,1,1,1,"WE","HNE, HE, WE","China",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"37","1026",3,1,0,1,1,0,2,1,"HE","HNE, HE, WE","China",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"38","1027",3,1,0,1,1,1,2,1,"HE","HE, WE","China",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"39","1028",2,0,1,1,0,0,1,1,"HE","WNE, HE","Canada","43°32'49,000N","80°12'44,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"40","1029",2,0,1,1,0,0,1,1,"HE","WNE, HE","Canada","43°32'49,000N","80°12'44,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"41","103",2,1,0,1,0,0,2,1,"HE","HE, WE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"42","1030",2,2,0,0,0,0,2,2,"WE","WE","France","43°43'02,840N","3°51'35,950E","working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"43","1031",2,2,0,0,0,0,2,2,"WE","WE","France","43°43'02,840N","3°51'35,950E","working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"44","1032",2,2,0,0,0,0,2,2,"WE","WE","France","43°43'02,840N","3°51'35,950E","working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"45","1033",2,2,0,0,0,0,2,2,"WE","WE","France","43°43'02,840N","3°51'35,950E","working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"46","1034",2,1,0,1,0,0,2,1,"HE","HE, WE","India","30°51'00,000N","76°11'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"47","1035",2,1,0,1,0,0,2,1,"HE","HE, WE","India","30°51'00,000N","76°11'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"48","1036",2,1,0,1,0,0,2,1,"HE","HE, WE","India","30°51'00,000N","76°11'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"49","1037",2,1,0,1,0,0,2,1,"HE","HE, WE","India","30°51'00,000N","76°11'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"50","1038",2,1,0,1,0,0,2,1,"HE","HE, WE","India","30°51'00,000N","76°11'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"51","1039",2,1,0,1,0,0,2,1,"HE","HE, WE","India","30°51'00,000N","76°11'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"52","104",2,1,0,1,0,0,2,1,"HE","HE, WE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"53","1040",2,1,0,1,0,0,2,1,"HE","HE, WE","India","30°51'00,000N","76°11'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"54","1041",2,1,0,1,0,1,2,1,"HE","HE, WE","India",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"55","1042",2,1,0,1,0,1,2,1,"HE","HE, WE","India",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"56","1043",2,1,0,1,0,1,2,1,"HE","HE, WE","India",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"57","1044",2,1,0,1,0,1,2,1,"HE","HE, WE","India",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"58","1045",2,2,0,0,0,1,2,2,"WE","WE","India",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,FALSE
"59","1046",3,2,0,1,0,1,3,2,"WE","HE, WE","India",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"60","1047",3,1,0,2,0,1,3,1,"HE","HE, WE","India",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"61","1048",3,1,0,2,0,1,3,1,"HE","HE, WE","India",NA,NA,"working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"62","1049",2,0,1,1,0,0,1,1,"HE","WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"63","1050",2,0,1,1,0,0,1,1,"HE","WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"64","1053",2,0,1,1,0,0,1,1,"HE","WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"65","1054",2,0,1,1,0,0,1,1,"HE","WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"66","1057",3,0,1,1,1,0,1,1,"HE","HNE, WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"67","1058",3,0,1,1,1,0,1,1,"HE","HNE, WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"68","1059",3,0,1,1,1,0,1,1,"HE","HNE, WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"69","106",2,1,0,1,0,0,2,1,"HE","HE, WE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"70","1060",3,0,1,1,1,0,1,1,"HE","HNE, WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"71","1061",2,0,1,1,0,0,1,1,"HE","WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"72","1062",2,0,1,1,0,0,1,1,"HE","WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"73","1065",3,0,1,1,1,0,1,1,"HE","HNE, WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"74","1066",3,0,1,1,1,0,1,1,"HE","HNE, WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"75","1067",3,0,1,1,1,0,1,1,"HE","HNE, WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"76","1068",3,0,1,1,1,0,1,1,"HE","HNE, WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"77","1069",2,0,1,1,0,0,1,1,"HE","WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"78","107",2,1,0,1,0,0,2,1,"HE","HE, WE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","Edible only",FALSE,TRUE,TRUE
"79","1070",2,0,1,1,0,0,1,1,"HE","WNE, HE","Costa Rica","9°53'44,000N","83°40'07,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"80","1073",2,1,1,0,0,1,1,2,"WE","WNE, WE","Togo","7°32'30,000N","1°15'00,000E","working farm","shaded","WNE + WE",TRUE,TRUE,FALSE
"81","1074",2,2,0,0,0,1,2,2,"WE","WE","Brazil","22°58'00,000S","51°29'00,000W","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"82","1075",2,1,0,0,1,1,1,1,"WE","HNE, WE","Brazil","22°58'00,000S","51°29'00,000W","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"83","1076",2,1,0,0,1,1,1,1,"WE","HNE, WE","Brazil","22°58'00,000S","51°29'00,000W","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"84","1077",2,1,0,0,1,2,1,1,"WE","HE, WE","Brazil","22°58'00,000S","51°29'00,000W","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"85","1078",2,1,0,0,1,1,1,1,"WE","HNE, WE","Brazil","22°58'00,000S","51°29'00,000W","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"86","1079",2,1,0,1,0,1,2,1,"HE","HE, WE","Brazil","22°58'00,000S","51°29'00,000W","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"87","1080",2,1,0,1,0,1,2,1,"HE","HE, WE","Brazil","22°58'00,000S","51°29'00,000W","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"88","1081",2,0,1,1,0,0,1,1,"HE","WNE, HE","Bangladesh",NA,NA,"experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"89","1082",2,0,1,1,0,0,1,1,"HE","WNE, HE","Bangladesh",NA,NA,"experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"90","1083",2,0,1,1,0,0,1,1,"HE","WNE, HE","Bangladesh",NA,NA,"experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"91","1084",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"92","1085",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"93","1086",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"94","1087",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"95","1088",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"96","1089",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"97","109",2,0,1,1,0,0,1,1,"HE","WNE, HE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"98","1090",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"99","1091",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"100","1092",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"101","1093",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"102","1094",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"103","1095",3,1,0,2,0,0,3,1,"HE","HE, WE","Kenya","3°50'00,000S","39°45'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"104","1097",3,2,0,1,0,0,3,2,"WE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"105","1099",3,2,0,1,0,0,3,2,"WE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"106","110",2,0,1,1,0,0,1,1,"HE","WNE, HE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"107","1101",3,2,0,1,0,0,3,2,"WE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"108","1103",3,2,0,1,0,0,3,2,"WE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"109","1104",2,2,0,0,0,1,2,2,"WE","WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"110","1105",2,2,0,0,0,1,2,2,"WE","WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"111","1106",2,2,0,0,0,1,2,2,"WE","WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"112","1107",2,2,0,0,0,1,2,2,"WE","WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"113","1108",2,2,0,0,0,1,2,2,"WE","WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"114","1109",2,2,0,0,0,1,2,2,"WE","WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"115","1110",2,2,0,0,0,1,2,2,"WE","WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"116","1111",2,2,0,0,0,1,2,2,"WE","WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,FALSE
"117","1113",3,2,0,1,0,0,3,2,"WE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"118","1115",3,2,0,1,0,0,3,2,"WE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"119","1117",3,2,0,1,0,0,3,2,"WE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"120","1119",3,2,0,1,0,0,3,2,"WE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"121","112",2,0,1,1,0,0,1,1,"HE","WNE, HE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"122","1120",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"123","1121",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"124","1122",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"125","1123",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"126","1124",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"127","1125",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"128","1126",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"129","1127",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"130","1128",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"131","113",2,0,1,1,0,0,1,1,"HE","WNE, HE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"132","1130",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"133","1131",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"134","1132",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"135","1133",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"136","1134",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"137","1135",2,1,0,1,0,0,2,1,"HE","HE, WE","India","18°00'00,000N","78°00'00,000E","experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"138","1142",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"139","1143",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"140","1144",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"141","1145",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"142","1146",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"143","1147",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"144","1148",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"145","1149",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"146","115",2,0,1,1,0,0,1,1,"HE","WNE, HE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"147","1150",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"148","1151",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"149","1152",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"150","1153",3,1,0,2,0,0,3,1,"HE","HE, WE","Sierra Leone",NA,NA,"experimental site","Alley cropping","Edible only",FALSE,TRUE,TRUE
"151","116",2,0,1,1,0,0,1,1,"HE","WNE, HE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"152","1163",2,0,1,1,0,0,1,1,"HE","WNE, HE","Tanzania","6°50'00,000S","37°38'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"153","1164",2,0,1,1,0,0,1,1,"HE","WNE, HE","Tanzania","6°50'00,000S","37°38'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"154","1165",2,0,1,1,0,0,1,1,"HE","WNE, HE","Tanzania","6°50'00,000S","37°38'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"155","1166",2,0,1,1,0,0,1,1,"HE","WNE, HE","Tanzania","6°50'00,000S","37°38'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"156","1167",2,0,1,1,0,0,1,1,"HE","WNE, HE","Tanzania","6°50'00,000S","37°38'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"157","1168",2,0,1,1,0,0,1,1,"HE","WNE, HE","Tanzania","6°50'00,000S","37°38'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"158","1169",2,0,1,1,0,0,1,1,"HE","WNE, HE","Tanzania","6°50'00,000S","37°38'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"159","1170",2,0,1,1,0,0,1,1,"HE","WNE, HE","Tanzania","6°50'00,000S","37°38'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"160","1171",2,0,1,1,0,0,1,1,"HE","WNE, HE","Tanzania","6°50'00,000S","37°38'00,000E","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"161","1172",2,0,1,1,0,0,1,1,"HE","WNE, HE","India",NA,NA,"working farm","Parkland","WNE + HE",TRUE,FALSE,TRUE
"162","1175",2,0,1,1,0,0,1,1,"HE","WNE, HE","Ivory Coast","6°17'00,000N","5°13'00,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"163","1178",2,0,1,1,0,0,1,1,"HE","WNE, HE","Ivory Coast","6°17'00,000N","5°13'00,000W","experimental site","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
"164","118",2,0,1,1,0,0,1,1,"HE","WNE, HE","India","26°45'00,000N","72°03'00,000E","working farm","Alley cropping","WNE + HE",TRUE,FALSE,TRUE
